id,text,labels
w201106-0000559042-1-01,ロバート・クビサは、２０１１年のチームメートを決定するのは自身の仕事ではないと主張している。,"[[0, 4], [5, 8]]"
w201106-0000559042-2-01,クビサは２０１０年シーズン、チームメートのビタリー・ペトロフよりも１００ポイント以上獲得している。,"[[0, 3], [21, 25], [26, 30]]"
w201106-0000559042-3,ペトロフは、多額の資金を持ち込み２０１１年もシートを確保できると考えられていた。,"[[0, 4]]"
w201106-0000535944-1,ともに２年の二塁手布施と遊撃の篠塚将を軸に守りを固める。,"[[9, 11], [15, 18]]"
w201106-0000535944-3,主戦の右腕児玉は１３０キロの勢いある直球と緩急をつけた変化球で勝負する。,"[[5, 7]]"
w201106-0000512493-3,商品開発担当スタッフとして「フラバンジェノール」の開発にあたった、当社薬学博士の阪田泰子のレポートをご紹介します。,"[[40, 44]]"
w201106-0000505573-3,阿部寛さんは、ゼリーが大好きなのでお土産に選んでいました。,"[[0, 3]]"
w201106-0000587015-1,新大陸を発見する為に美香子の協力を得て、そらおとカフェを乗っ取ることに成功した。,"[[10, 13], [20, 23]]"
w201106-0000517821-1,アルファメール／アルファメールプレミアは、大塚商会が提供する法人向けホスティングサービスです。,"[[21, 23]]"
w201106-0000570500-1,ワヒド派の０９年総選挙への参加危ぶまれる。,"[[0, 3]]"
w201106-0000596735-1,エドガーケイシーは、アメリカの偉大な予言者として知られている。,"[[0, 8]]"
w201106-0000517773-2,ご購入いただいた書籍やオライリー・ジャパンへのご感想やご意見、ご提案などをお聞かせください。,"[[11, 16]]"
w201106-0000514332-1,「宋メール」は宋自身が読者のご参考のため提供する個人の考えです。,"[[1, 2], [7, 8]]"
w201106-0000514332-2,「宋メール」は正論や結論ではなく、独自な視線を提供します。,"[[1, 2]]"
w201106-0000514332-3,「宋メール」は個性的なゲスト・オピニオンを用意します。,"[[1, 2]]"
w201106-0000523217-2,劇中に流れたソロ・ギターがいいなあ、と思ったらジョニー・グリーンウッドだった。,"[[23, 27], [28, 35]]"
w201106-0000523217-3,緑役の女の子の空気感が、意外にもぼくが思い描いていた緑のイメージとぴったり重なっていた。,"[[0, 1], [26, 27]]"
w201106-0000540202-1,本年度補正予算の成立と引き換えに、仙谷由人官房長官と馬淵澄夫国土交通相の問責決議案が参院で可決された。,"[[17, 21], [26, 30]]"
w201106-0000559355-1-01,１１月１日に初日を迎えた明治座の「取り立てやお春」に波乃久里子が出演しております。,"[[23, 24], [26, 31]]"
w201106-0000559355-2,マキノノゾミ作・演出の元禄時代の品川を舞台にした人情コメディです。,"[[0, 6]]"
w201106-0000559355-3,波乃久里子は品川遊廓・扇屋の主人お龍役で出演いたします。,"[[0, 5], [17, 18]]"
w201106-0000515360-3,テーマは多摩の歴史を学ぶうえで欠かせない「玉川上水」です。,"[[21, 23]]"
w201106-0000518081-1,わたしは、兵庫県警察のシンボルマスコット「まもりちゃん」です。,"[[21, 24]]"
w201106-0000585187-2-01,さて、弊社旭川マリー・カトリーヌ店は、７月２０日をもちまして、閉店することとなりました。,"[[7, 10], [11, 16]]"
w201106-0000549772-1,はじめまして、私は有限会社志村の代表を務めます志村昌洋と申します。,"[[13, 15], [23, 27]]"
w201106-0000525082-2,四月一日をはじめとする主要キャラクターは引き続き同じキャスト陣で演じられます。,"[[0, 4]]"
w201106-0000501860-1,まだ最終回の放送前ですが『崖っぷちのエリー』の打ち上げがありました。,"[[18, 21]]"
w201106-0000501860-3,大杉さんや渡辺えりさんらを始め、著名な皆さんは人を惹き込む力を持っている。,"[[0, 2], [5, 9]]"
w201106-0000592761-1-01,５９４年聖徳太子の創建と伝える。,"[[4, 6]]"
w201106-0000592761-2,初代は聖徳太子の乳人玉照姫である。,"[[3, 5], [10, 12]]"
w201106-0000581696-1,ラ・サマンナは、セント・マーティンの美しくリラックスした環境でのウェディングやパーティーを行うのに最適です。,"[[12, 17]]"
w201106-0000559188-2,「理性は神が魂に点火した光なり」とアリストテレスは「修辞学」で述べています。,"[[17, 24]]"
w201106-0000501693-1,岡崎市の税理士、公認会計士、大国会計事務所です。,"[[14, 16]]"
w201106-0000523131-1,ジャズ・ピアニストの中でレイ・ブライアントが一番好きな時代がありました。,"[[12, 14], [15, 21]]"
w201106-0000523131-3,好きになったプレイヤーのアルバムはどうしてもいろいろ聴いてみたくなりますから、レイ・ブライアントのもかなり買って聴いたんです。,"[[39, 41], [42, 48]]"
w201106-0000534471-3,１９５６年、シュトゥッツガルトのダイムラー・ベンツ社に入社し、デザイン部にてメルセデス・ベンツの車体スタイリストとしてデザイン活動を始める。,"[[16, 21], [22, 25], [38, 43], [44, 47]]"
w201106-0000563879-2,今週秘技コード速報をお届けする『ラジアントヒストリア』の主人公ストックは、「白示録」という時空移動能力を手に入れることになります。,"[[31, 35]]"
w201106-0000539750-2,「おっ越し坂」の名前の由来は、頼朝伝説の一つだそうです。,"[[15, 17]]"
w201106-0000530416-2,本日はホームページ用の写真撮影を行い、プロカメラマンの川瀬一絵さんに撮影をお願い致しました。,"[[27, 31]]"
w201106-0000530416-3,ブログの写真は私が写したデジカメ写真ですが、ホームページには、川瀬さんが写した写真を掲載します。,"[[31, 33]]"
w201106-0000570423-1,美術家・森村泰昌さんから展覧会の感想を頂きました。,"[[4, 8]]"
w201106-0000570423-2,カンディンスキー展サイト内「展覧会の感想」ページを更新しました。,"[[0, 8]]"
w201106-0000570423-3,第一弾は、現代美術家の森村泰昌さんから展覧会の感想を頂きました。,"[[11, 15]]"
w201106-0000558195-3,奥さんと２歳のきょうこを連れての家族旅行である。,"[[7, 11]]"
w201106-0000596564-1,足利義詮の塔所で、院号により宝筐院という。,"[[0, 4]]"
w201106-0000596564-2,南北朝時代敵味方に分かれた楠木正行と足利義詮の墓が仲良く並んでいる。,"[[13, 17], [18, 22]]"
w201106-0000596564-3,これは義詮が正行の人柄を慕い、そばに葬るように遺言したためといわれる。,"[[3, 5], [6, 8]]"
w201106-0000506015-2,ブライト・ノアの鈴置洋孝さんとセイラ・マスの井上瑤さんのお名前がないのが寂しゅうございます。,"[[0, 4], [5, 7], [8, 12], [15, 18], [19, 21], [22, 25]]"
